date,target_variable_name
2022-04-15,0.004939888866619335
2022-04-16,0.08669854699872337
2022-04-17,0.6771624265808073
2022-04-18,0.41346973487359395
2022-04-19,0.34808845443222103
2022-04-20,0.7573861820670156
2022-04-21,0.5187303968614995
2022-04-22,0.9393897716678976
2022-04-23,0.859864469749539
2022-04-24,0.5148018820859965
2022-04-25,0.8792124442030126
2022-04-26,0.18714170075819236
2022-04-27,0.08656835809657049
2022-04-28,0.05125868755539986
2022-04-29,0.1170387520398517
2022-04-30,0.7381880538977298
2022-05-01,0.9917313287343309
2022-05-02,0.2555666567929359
2022-05-03,0.8284394216691466
2022-05-04,0.7882973700600738
2022-05-05,0.24676865304571216
2022-05-06,0.07771029377557681
2022-05-07,0.0812818144884041
2022-05-08,0.51033642201229
2022-05-09,0.044841347490428896
2022-05-10,0.7515395422272693
2022-05-11,0.5857271917346638
2022-05-12,0.9935028116659229
2022-05-13,0.7650945760359503
2022-05-14,0.07605257524322506
2022-05-15,0.08157163679043844
2022-05-16,0.6827833792664022
2022-05-17,0.7793628605506423
2022-05-18,0.8740350540073979
2022-05-19,0.3210884247571373
2022-05-20,0.33924485405571636
2022-05-21,0.6632372409841227
2022-05-22,0.31614754326238204
2022-05-23,0.6130723042252609
2022-05-24,0.4773850563934241
2022-05-25,0.15281732680308835
2022-05-26,0.8342964381074373
2022-05-27,0.5537218036924897
2022-05-28,0.10837169501495192
2022-05-29,0.8227937813088896
2022-05-30,0.06958687154219101
2022-05-31,0.08511307757255504
2022-06-01,0.06875374586365346
2022-06-02,0.09396335144865198
2022-06-03,0.6456315955508188
2022-06-04,0.9835956167415898
2022-06-05,0.21212799403789628
2022-06-06,0.09130105253681509
2022-06-07,0.2955071215771329
2022-06-08,0.6415755470778218
2022-06-09,0.9724067078485622
2022-06-10,0.6272949535132818
2022-06-11,0.17980407088480388
2022-06-12,0.919066501828426
2022-06-13,0.1819064838681982
2022-06-14,0.7524365198518006
2022-06-15,0.5731308472068405
2022-06-16,0.5109143290734198
2022-06-17,0.725192815500893
2022-06-18,0.050348400655178316
2022-06-19,0.7001401605645137
2022-06-20,0.6028047303616791
2022-06-21,0.3038752995152334
2022-06-22,0.33923952893092024
2022-06-23,0.13523429689005784
2022-06-24,0.6236111648998519
2022-06-25,0.8578297311427872
2022-06-26,0.7065595589428784
2022-06-27,0.05026369275085152
2022-06-28,0.24151659703827255
2022-06-29,0.874670453171986
2022-06-30,0.989939875234938
2022-07-01,0.47644308533981616
2022-07-02,0.8062239132660395
2022-07-03,0.11490056642202118
2022-07-04,0.07291811064329812
2022-07-05,0.8984237549784239
2022-07-06,0.4532316192970566
2022-07-07,0.8378283947672287
2022-07-08,0.12493713929089356
2022-07-09,0.2860085308741359
2022-07-10,0.5960913618576626
2022-07-11,0.38771783109071345
2022-07-12,0.8481376455464104
2022-07-13,0.4694818334530485
2022-07-14,0.7977930527408534
2022-07-15,0.15252433320328984
2022-07-16,0.26428378829123456
2022-07-17,0.5875343944462201
2022-07-18,0.9422975048911997
2022-07-19,0.6964563627541662
